,
Date,Close
01/01/2020 15:30:00,747.71
02/01/2020 15:30:00,760.44
03/01/2020 15:30:00,761.36
06/01/2020 15:30:00,743.7
07/01/2020 15:30:00,755.14
08/01/2020 15:30:00,749.47
09/01/2020 15:30:00,766.73
10/01/2020 15:30:00,766.56
13/01/2020 15:30:00,764.6
14/01/2020 15:30:00,757.52
15/01/2020 15:30:00,754.77
16/01/2020 15:30:00,761.73
17/01/2020 15:30:00,783.08
20/01/2020 15:30:00,758.98
21/01/2020 15:30:00,759.75
22/01/2020 15:30:00,759.48
23/01/2020 15:30:00,756.26
24/01/2020 15:30:00,753.63
27/01/2020 15:30:00,746.2
28/01/2020 15:30:00,728.96
29/01/2020 15:30:00,732.98
30/01/2020 15:30:00,715.1
31/01/2020 15:30:00,699.2
01/02/2020 17:00:00,681.54
03/02/2020 15:30:00,686.24
04/02/2020 15:30:00,706.5
05/02/2020 15:30:00,717.45
06/02/2020 15:30:00,722.06
07/02/2020 15:30:00,710.09
10/02/2020 15:30:00,711.06
11/02/2020 15:30:00,719.55
12/02/2020 15:30:00,728.25
13/02/2020 15:30:00,730.15
14/02/2020 15:30:00,736.82
17/02/2020 15:30:00,732.18
18/02/2020 15:30:00,726.81
19/02/2020 15:30:00,744.84
20/02/2020 15:30:00,736
24/02/2020 15:30:00,715.69
25/02/2020 15:30:00,701.55
26/02/2020 15:30:00,689.46
27/02/2020 15:30:00,686.62
28/02/2020 15:30:00,658.09
02/03/2020 15:30:00,651.9
03/03/2020 15:30:00,665.12
04/03/2020 15:30:00,663.56
05/03/2020 15:30:00,649.42
06/03/2020 15:30:00,629.53
09/03/2020 15:30:00,551.84
11/03/2020 15:30:00,571.36
12/03/2020 15:30:00,526.51
13/03/2020 15:30:00,547.46
16/03/2020 15:30:00,503.08
17/03/2020 15:30:00,499.27
18/03/2020 15:30:00,479.7
19/03/2020 15:30:00,454.54
20/03/2020 15:30:00,504.2
23/03/2020 15:30:00,437.87
24/03/2020 15:30:00,467.27
25/03/2020 15:30:00,536.04
26/03/2020 15:30:00,528.09
27/03/2020 15:30:00,527.8
30/03/2020 15:30:00,510.39
31/03/2020 15:30:00,551.65
01/04/2020 15:30:00,535.15
03/04/2020 15:30:00,533.67
07/04/2020 15:30:00,597.39
08/04/2020 15:30:00,590.48
09/04/2020 15:30:00,604.25
13/04/2020 15:30:00,588.99
15/04/2020 15:30:00,569.53
16/04/2020 15:30:00,578.54
17/04/2020 15:30:00,606.25
20/04/2020 15:30:00,616.06
21/04/2020 15:30:00,612.87
22/04/2020 15:30:00,675.4
23/04/2020 15:30:00,679.01
24/04/2020 15:30:00,701.85
27/04/2020 15:30:00,708.16
28/04/2020 15:30:00,707.37
29/04/2020 15:30:00,706.78
30/04/2020 15:30:00,726.12
04/05/2020 15:30:00,710.86
05/05/2020 15:30:00,723.47
06/05/2020 15:30:00,723.52
07/05/2020 15:30:00,746.4
08/05/2020 15:30:00,773.57
11/05/2020 15:30:00,781
12/05/2020 15:30:00,732.68
13/05/2020 15:30:00,748.23
14/05/2020 15:30:00,717.98
15/05/2020 15:30:00,729.7
18/05/2020 15:30:00,720.38
19/05/2020 15:30:00,704.45
20/05/2020 15:30:00,716.85
21/05/2020 15:30:00,720.63
22/05/2020 15:30:00,715.78
26/05/2020 15:30:00,712.03
27/05/2020 15:30:00,722.78
28/05/2020 15:30:00,736.13
29/05/2020 15:30:00,732.2
01/06/2020 15:30:00,760.18
02/06/2020 15:30:00,767.85
03/06/2020 15:30:00,770.83
04/06/2020 15:30:00,789.9
05/06/2020 15:30:00,790.85
08/06/2020 15:30:00,784.75
09/06/2020 15:30:00,768.58
10/06/2020 15:30:00,786.08
11/06/2020 15:30:00,768.85
12/06/2020 15:30:00,794.4
15/06/2020 15:30:00,807.28
16/06/2020 15:30:00,808.85
17/06/2020 15:30:00,807.68
18/06/2020 15:30:00,827.95
19/06/2020 15:30:00,879.7
22/06/2020 15:30:00,873.08
23/06/2020 15:30:00,860.45
24/06/2020 15:30:00,863.93
25/06/2020 15:30:00,858.95
26/06/2020 15:30:00,870.83
29/06/2020 15:30:00,861.58
30/06/2020 15:30:00,852.05
01/07/2020 15:30:00,868.8
02/07/2020 15:30:00,880.18
03/07/2020 15:30:00,893.95
06/07/2020 15:30:00,925.9
07/07/2020 15:30:00,911.73
08/07/2020 15:30:00,899
09/07/2020 15:30:00,912.13
10/07/2020 15:30:00,939.03
13/07/2020 15:30:00,967.5
14/07/2020 15:30:00,958.5
15/07/2020 15:30:00,922
16/07/2020 15:30:00,921.7
17/07/2020 15:30:00,955.85
20/07/2020 15:30:00,959.95
21/07/2020 15:30:00,985.78
22/07/2020 15:30:00,1002
23/07/2020 15:30:00,1028.9
24/07/2020 15:30:00,1073.08
27/07/2020 15:30:00,1078.1
28/07/2020 15:30:00,1088.85
29/07/2020 15:30:00,1048.33
30/07/2020 15:30:00,1054.43
31/07/2020 15:30:00,1033.55
03/08/2020 15:30:00,1004.5
04/08/2020 15:30:00,1075.3
05/08/2020 15:30:00,1063.22
06/08/2020 15:30:00,1067.05
07/08/2020 15:30:00,1073.22
10/08/2020 15:30:00,1059.93
11/08/2020 15:30:00,1066.9
12/08/2020 15:30:00,1063.8
13/08/2020 15:30:00,1061.03
14/08/2020 15:30:00,1056.9
17/08/2020 15:30:00,1045.68
18/08/2020 15:30:00,1059.28
19/08/2020 15:30:00,1065.78
20/08/2020 15:30:00,1048.53
21/08/2020 15:30:00,1040.93
24/08/2020 15:30:00,1047.88
25/08/2020 15:30:00,1041.05
26/08/2020 15:30:00,1068.65
27/08/2020 15:30:00,1055.3
28/08/2020 15:30:00,1058.08
31/08/2020 15:30:00,1040.35
01/09/2020 15:30:00,1043.63
02/09/2020 15:30:00,1064.1
03/09/2020 15:30:00,1056.05
04/09/2020 15:30:00,1038.63
07/09/2020 15:30:00,1041.33
08/09/2020 15:30:00,1053.55
09/09/2020 15:30:00,1080.68
10/09/2020 15:30:00,1157
11/09/2020 15:30:00,1159.88
14/09/2020 15:30:00,1151.28
15/09/2020 15:30:00,1159.43
16/09/2020 15:30:00,1162.28
17/09/2020 15:30:00,1149.38
18/09/2020 15:30:00,1152.85
21/09/2020 15:30:00,1127.93
22/09/2020 15:30:00,1105.58
23/09/2020 15:30:00,1115.4
24/09/2020 15:30:00,1090.6
25/09/2020 15:30:00,1100.85
28/09/2020 15:30:00,1108.13
29/09/2020 15:30:00,1122.53
30/09/2020 15:30:00,1117.18
01/10/2020 15:30:00,1112.63
05/10/2020 15:30:00,1106.1
06/10/2020 15:30:00,1105.18
07/10/2020 15:30:00,1128.75
08/10/2020 15:30:00,1119.63
09/10/2020 15:30:00,1116.72
12/10/2020 15:30:00,1118.53
13/10/2020 15:30:00,1140.35
14/10/2020 15:30:00,1143.75
15/10/2020 15:30:00,1103.25
16/10/2020 15:30:00,1087.9
19/10/2020 15:30:00,1088.1
20/10/2020 15:30:00,1077.95
21/10/2020 15:30:00,1062.3
22/10/2020 15:30:00,1053.47
23/10/2020 15:30:00,1056.53
26/10/2020 15:30:00,1014.55
27/10/2020 15:30:00,1017.25
28/10/2020 15:30:00,1005.73
29/10/2020 15:30:00,1013.45
30/10/2020 15:30:00,1027.25
02/11/2020 15:30:00,938.73
03/11/2020 15:30:00,925.2
04/11/2020 15:30:00,956.6
05/11/2020 15:30:00,977.5
06/11/2020 15:30:00,1014.58
09/11/2020 15:30:00,1025.35
10/11/2020 15:30:00,1042.28
11/11/2020 15:30:00,998.6
12/11/2020 15:30:00,990
13/11/2020 15:30:00,998.2
17/11/2020 15:30:00,996.63
18/11/2020 15:30:00,993.6
19/11/2020 15:30:00,986.58
20/11/2020 15:30:00,949.75
23/11/2020 15:30:00,975.35
24/11/2020 15:30:00,982.03
25/11/2020 15:30:00,973.9
26/11/2020 15:30:00,976.3
27/11/2020 15:30:00,964.9
01/12/2020 15:30:00,977.45
02/12/2020 15:30:00,979.08
03/12/2020 15:30:00,982.03
04/12/2020 15:30:00,973.38
07/12/2020 15:30:00,979.1
08/12/2020 15:30:00,996.88
09/12/2020 15:30:00,1013.48
10/12/2020 15:30:00,1003.5
11/12/2020 15:30:00,1002.9
14/12/2020 15:30:00,995.65
15/12/2020 15:30:00,987.18
16/12/2020 15:30:00,988.28
17/12/2020 15:30:00,992.8
