Date,Close
01/01/2020 15:30:00,2167.6
02/01/2020 15:30:00,2157.65
03/01/2020 15:30:00,2200.65
06/01/2020 15:30:00,2200.45
07/01/2020 15:30:00,2205.85
08/01/2020 15:30:00,2255.25
09/01/2020 15:30:00,2214.35
10/01/2020 15:30:00,2213.55
13/01/2020 15:30:00,2190.35
14/01/2020 15:30:00,2206.9
15/01/2020 15:30:00,2226.9
16/01/2020 15:30:00,2238.8
17/01/2020 15:30:00,2219.1
20/01/2020 15:30:00,2170.35
21/01/2020 15:30:00,2171.05
22/01/2020 15:30:00,2206.9
23/01/2020 15:30:00,2190.95
24/01/2020 15:30:00,2183.4
27/01/2020 15:30:00,2169.25
28/01/2020 15:30:00,2183.75
29/01/2020 15:30:00,2154.6
30/01/2020 15:30:00,2137.85
31/01/2020 15:30:00,2079.05
01/02/2020 17:00:00,2175
03/02/2020 15:30:00,2102.5
04/02/2020 15:30:00,2107.75
05/02/2020 15:30:00,2146.55
06/02/2020 15:30:00,2128.35
07/02/2020 15:30:00,2136.55
10/02/2020 15:30:00,2161.95
11/02/2020 15:30:00,2153.4
12/02/2020 15:30:00,2170.75
13/02/2020 15:30:00,2191.95
14/02/2020 15:30:00,2184.2
17/02/2020 15:30:00,2203.25
18/02/2020 15:30:00,2215.75
19/02/2020 15:30:00,2196.35
20/02/2020 15:30:00,2156.8
24/02/2020 15:30:00,2115.35
25/02/2020 15:30:00,2156.15
26/02/2020 15:30:00,2123.6
27/02/2020 15:30:00,2105.5
28/02/2020 15:30:00,2000.15
02/03/2020 15:30:00,2001.3
03/03/2020 15:30:00,2036.2
04/03/2020 15:30:00,2083.2
05/03/2020 15:30:00,2125.05
06/03/2020 15:30:00,2116.45
09/03/2020 15:30:00,1972.35
11/03/2020 15:30:00,1953.7
12/03/2020 15:30:00,1769.85
13/03/2020 15:30:00,1806.3
16/03/2020 15:30:00,1696.4
17/03/2020 15:30:00,1658
18/03/2020 15:30:00,1654.4
19/03/2020 15:30:00,1636.35
20/03/2020 15:30:00,1797.45
23/03/2020 15:30:00,1669.7
24/03/2020 15:30:00,1703.15
25/03/2020 15:30:00,1750.3
26/03/2020 15:30:00,1790.95
27/03/2020 15:30:00,1824.5
30/03/2020 15:30:00,1778.5
31/03/2020 15:30:00,1826.1
01/04/2020 15:30:00,1708.75
03/04/2020 15:30:00,1654.2
07/04/2020 15:30:00,1775.2
08/04/2020 15:30:00,1705.45
09/04/2020 15:30:00,1766.15
13/04/2020 15:30:00,1759.25
15/04/2020 15:30:00,1735.15
16/04/2020 15:30:00,1716.05
17/04/2020 15:30:00,1806.2
20/04/2020 15:30:00,1818.65
21/04/2020 15:30:00,1737.65
22/04/2020 15:30:00,1769.5
23/04/2020 15:30:00,1878.25
24/04/2020 15:30:00,1818.55
27/04/2020 15:30:00,1836.6
28/04/2020 15:30:00,1859.05
29/04/2020 15:30:00,1905.65
30/04/2020 15:30:00,2014.45
04/05/2020 15:30:00,1930.45
05/05/2020 15:30:00,1932.75
06/05/2020 15:30:00,1903.6
07/05/2020 15:30:00,1891.65
08/05/2020 15:30:00,1893.4
11/05/2020 15:30:00,1935.3
12/05/2020 15:30:00,1949.5
13/05/2020 15:30:00,1949.65
14/05/2020 15:30:00,1902.35
15/05/2020 15:30:00,1892.9
18/05/2020 15:30:00,1945.6
19/05/2020 15:30:00,1948.65
20/05/2020 15:30:00,1953.6
21/05/2020 15:30:00,1991.2
22/05/2020 15:30:00,2020.35
26/05/2020 15:30:00,1943
27/05/2020 15:30:00,2005.3
28/05/2020 15:30:00,2004.3
29/05/2020 15:30:00,1972.35
01/06/2020 15:30:00,2045.25
02/06/2020 15:30:00,2047.15
03/06/2020 15:30:00,2046.15
04/06/2020 15:30:00,2091.55
05/06/2020 15:30:00,2048.25
08/06/2020 15:30:00,2071.75
09/06/2020 15:30:00,2072.05
10/06/2020 15:30:00,2108.75
11/06/2020 15:30:00,2067.65
12/06/2020 15:30:00,2039.5
15/06/2020 15:30:00,2029.9
16/06/2020 15:30:00,2045.8
17/06/2020 15:30:00,2047.8
18/06/2020 15:30:00,2038.1
19/06/2020 15:30:00,2044.6
22/06/2020 15:30:00,2027.95
23/06/2020 15:30:00,2035.3
24/06/2020 15:30:00,2042.2
25/06/2020 15:30:00,2016.1
26/06/2020 15:30:00,2118.85
29/06/2020 15:30:00,2101.65
30/06/2020 15:30:00,2082.15
01/07/2020 15:30:00,2092.05
02/07/2020 15:30:00,2157.15
03/07/2020 15:30:00,2199.65
06/07/2020 15:30:00,2263.2
07/07/2020 15:30:00,2269.9
08/07/2020 15:30:00,2218.9
09/07/2020 15:30:00,2204.35
10/07/2020 15:30:00,2222.35
13/07/2020 15:30:00,2220
14/07/2020 15:30:00,2171.95
15/07/2020 15:30:00,2233.9
16/07/2020 15:30:00,2234.75
17/07/2020 15:30:00,2200.75
20/07/2020 15:30:00,2207.9
21/07/2020 15:30:00,2225.05
22/07/2020 15:30:00,2190.95
23/07/2020 15:30:00,2171.2
24/07/2020 15:30:00,2157.4
27/07/2020 15:30:00,2206.8
28/07/2020 15:30:00,2309.75
29/07/2020 15:30:00,2276.05
30/07/2020 15:30:00,2279.5
31/07/2020 15:30:00,2281.4
03/08/2020 15:30:00,2254.15
04/08/2020 15:30:00,2249.7
05/08/2020 15:30:00,2259.5
06/08/2020 15:30:00,2308.1
07/08/2020 15:30:00,2295.35
10/08/2020 15:30:00,2282.8
11/08/2020 15:30:00,2279.9
12/08/2020 15:30:00,2257.35
13/08/2020 15:30:00,2254.45
14/08/2020 15:30:00,2242.15
17/08/2020 15:30:00,2253.4
18/08/2020 15:30:00,2269.75
19/08/2020 15:30:00,2256.6
20/08/2020 15:30:00,2252.85
21/08/2020 15:30:00,2248.6
24/08/2020 15:30:00,2248.1
25/08/2020 15:30:00,2242.65
26/08/2020 15:30:00,2253.5
27/08/2020 15:30:00,2248.4
28/08/2020 15:30:00,2238.55
31/08/2020 15:30:00,2257.25
01/09/2020 15:30:00,2246.35
02/09/2020 15:30:00,2265.15
03/09/2020 15:30:00,2299.5
04/09/2020 15:30:00,2288.8
07/09/2020 15:30:00,2327.05
08/09/2020 15:30:00,2348.2
09/09/2020 15:30:00,2327.65
10/09/2020 15:30:00,2331.15
11/09/2020 15:30:00,2374.1
14/09/2020 15:30:00,2491.4
15/09/2020 15:30:00,2491.4
16/09/2020 15:30:00,2503
17/09/2020 15:30:00,2460.95
18/09/2020 15:30:00,2449.9
21/09/2020 15:30:00,2465.3
22/09/2020 15:30:00,2522.95
23/09/2020 15:30:00,2467.45
24/09/2020 15:30:00,2332.25
25/09/2020 15:30:00,2422.3
28/09/2020 15:30:00,2426.3
29/09/2020 15:30:00,2488.4
30/09/2020 15:30:00,2492.3
01/10/2020 15:30:00,2523.45
05/10/2020 15:30:00,2705.8
06/10/2020 15:30:00,2714.3
07/10/2020 15:30:00,2735.95
08/10/2020 15:30:00,2825.7
09/10/2020 15:30:00,2812.95
12/10/2020 15:30:00,2830
13/10/2020 15:30:00,2826.55
14/10/2020 15:30:00,2809.6
15/10/2020 15:30:00,2740.6
16/10/2020 15:30:00,2763.3
19/10/2020 15:30:00,2711.55
20/10/2020 15:30:00,2739
21/10/2020 15:30:00,2675.4
22/10/2020 15:30:00,2671.15
23/10/2020 15:30:00,2686.8
26/10/2020 15:30:00,2688.2
27/10/2020 15:30:00,2630.15
28/10/2020 15:30:00,2622.2
29/10/2020 15:30:00,2632.65
30/10/2020 15:30:00,2664.85
02/11/2020 15:30:00,2604.6
03/11/2020 15:30:00,2633.6
04/11/2020 15:30:00,2653.15
05/11/2020 15:30:00,2685.7
06/11/2020 15:30:00,2707.45
09/11/2020 15:30:00,2726.6
